Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
UMNO,DATUK MUSTAPA MOHAMED,5118,799,2004,KELANTAN,AIR LANAS,030-037,MENANG,9437,54.23333687,11347,98,0,0,1,0,0,0
PAS,ABDULLAH YA'KUB,4319,0,2004,KELANTAN,AIR LANAS,030-037,KALAH,9437,45.76666313,11347,98,0,0,1,0,0,0
UMNO,ABD AZIZ DERASID,4515,1789,2004,KELANTAN,KUALA BALAH,030-038,MENANG,7241,62.35326612,8716,99,0,0,0,0,0,0
PAS,MAT RASID MAT JAIS,2726,0,2004,KELANTAN,KUALA BALAH,030-038,KALAH,7241,37.64673388,8716,99,0,0,0,0,0,0
UMNO,AZIZUDDIN HUSSIN,5315,316,2004,KELANTAN,MENGKEBANG,031-039,MENANG,10314,51.53189839,12566,95,3,2,0,0,0,0
PAS,ABDUL LATIFF ABDUL RAHMAN,4999,0,2004,KELANTAN,MENGKEBANG,031-039,KALAH,10314,48.46810161,12566,95,3,2,0,0,0,0
UMNO,DR SHAMSHUL IKHWAN ASHAARI AZMI,6146,1010,2004,KELANTAN,GUCHIL,031-040,MENANG,11333,54.23100679,14875,82,14,4,0,0,0,0
PAS,ZULKAFLI YAACOB,5136,0,2004,KELANTAN,GUCHIL,031-040,KALAH,11333,45.31897997,14875,82,14,4,0,0,0,0
IND,MOHD ZAKI KASSIM,51,0,2004,KELANTAN,GUCHIL,031-040,KALAH,11333,0.450013236,14875,82,14,4,0,0,0,0
UMNO,MOHAMED ZULFIPLI OMAR,4362,53,2004,KELANTAN,MANEK URAI,031-041,MENANG,8671,50.30561642,10705,99,1,0,0,0,0,0
PAS,MOHD ZAMZURI MAT LAZIM,4309,0,2004,KELANTAN,MANEK URAI,031-041,KALAH,8671,49.69438358,10705,99,1,0,0,0,0,0
UMNO,DATUK RAMZI ABD RAHMAN,3466,1094,2004,KELANTAN,DABONG,031-042,MENANG,5838,59.36964714,7113,99,0,1,0,0,0,0
PAS,RAFAR @ ABDUL GHAFAR YUSOF,2372,0,2004,KELANTAN,DABONG,031-042,KALAH,5838,40.63035286,7113,99,0,1,0,0,0,0
UMNO,MAT YUSOFF AB GHANI,4516,2685,2004,KELANTAN,NENGGIRI,032-043,MENANG,6347,71.15172522,8073,85,0,0,14,0,0,0
PKR,MUHAMMAD ZAIN MUHAMMAD,1831,0,2004,KELANTAN,NENGGIRI,032-043,KALAH,6347,28.84827478,8073,85,0,0,14,0,0,0
UMNO,NOZULA MAT DIAH,5244,2880,2004,KELANTAN,PALOH,032-044,MENANG,7608,68.92744479,9092,98,0,0,1,0,0,0
PKR,NORAZMAN MAT AMIN,2364,0,2004,KELANTAN,PALOH,032-044,KALAH,7608,31.07255521,9092,98,0,0,1,0,0,0
UMNO,MOHAMAD SAUFI DERAMAN,4184,1729,2004,KELANTAN,GALAS,032-045,MENANG,6639,63.02153939,8972,62,25,2,11,0,0,0
PAS,CHEK HASHIM SULAIMA,2455,0,2004,KELANTAN,GALAS,032-045,KALAH,6639,36.97846061,8972,62,25,2,11,0,0,0
UMNO,ABDULLAH CHE MUDA,6334,2027,2004,TERENGGANU,KUALA BESUT,033-001,MENANG,10641,59.52448078,12361,99,1,0,0,0,0,0
PAS,NIK MUHAMAD ZAWAWI,4307,0,2004,TERENGGANU,KUALA BESUT,033-001,KALAH,10641,40.47551922,12361,99,1,0,0,0,0,0
UMNO,WAN MOHAMAD WAN HASSAN,6903,2013,2004,TERENGGANU,KOTA PUTERA,033-002,MENANG,11793,58.53472399,13854,98,1,0,1,0,0,0
PAS,ABDUL AZIZ ABAS,4890,0,2004,TERENGGANU,KOTA PUTERA,033-002,KALAH,11793,41.46527601,13854,98,1,0,1,0,0,0
UMNO,DATUK IDRIS JUSOH,6513,2047,2004,TERENGGANU,JERTIH,033-003,MENANG,10979,59.32234265,13048,95,5,0,0,0,0,0
PAS,MOHD HASSAN SALLEH,4466,0,2004,TERENGGANU,JERTIH,033-003,KALAH,10979,40.67765735,13048,95,5,0,0,0,0,0
UMNO,NAWI MOHAMAD,6496,2633,2004,TERENGGANU,HULU BESUT,033-004,MENANG,10359,62.70875567,12021,99,1,0,0,0,0,0
PAS,ABDULLAH MAT DAN @ ABDULLAH MAT ADAM,3863,0,2004,TERENGGANU,HULU BESUT,033-004,KALAH,10359,37.29124433,12021,99,1,0,0,0,0,0
UMNO,RAMLAN ALI,5800,1100,2004,TERENGGANU,JABI,034-005,MENANG,10500,55.23809524,12166,99,1,0,0,0,0,0
PAS,SHAHARIZUKIRNAIN ABD KADIR,4700,0,2004,TERENGGANU,JABI,034-005,KALAH,10500,44.76190476,12166,99,1,0,0,0,0,0
UMNO,MOHD JIDIN SHAFIE,7690,2735,2004,TERENGGANU,PERMAISURI,034-006,MENANG,12645,60.81455121,14351,99,1,0,0,0,0,0
PAS,ROZALI MUHAMMAD,4955,0,2004,TERENGGANU,PERMAISURI,034-006,KALAH,12645,39.18544879,14351,99,1,0,0,0,0,0
UMNO,ASHA'ARI IDRIS,6021,2192,2004,TERENGGANU,LANGKAP,034-007,MENANG,9850,61.12690355,11395,100,0,0,0,0,0,0
PAS,TENGKU AHMAD TENGKU HUSEIN,3829,0,2004,TERENGGANU,LANGKAP,034-007,KALAH,9850,38.87309645,11395,100,0,0,0,0,0,0
UMNO,MOHD KHAZAN CHE MAT,5266,1690,2004,TERENGGANU,BATU RAKIT,034-008,MENANG,8842,59.55666139,10249,99,0,0,0,0,0,0
PAS,DATUK ABU BAKAR CHIK,3576,0,2004,TERENGGANU,BATU RAKIT,034-008,KALAH,8842,40.44333861,10249,99,0,0,0,0,0,0
UMNO,MOHD RAMLI MUH,7583,774,2004,TERENGGANU,TEPUH,035-009,MENANG,14392,52.68899389,16649,99,1,0,0,0,0,0
PAS,ABU BAKAR ABDULLAH,6809,0,2004,TERENGGANU,TEPUH,035-009,KALAH,14392,47.31100611,16649,99,1,0,0,0,0,0
UMNO,DATUK ABDUL RAHIN MOHD SAID,6677,884,2004,TERENGGANU,TELUK PASU,035-010,MENANG,12470,53.54450682,13987,99,1,0,0,0,0,0
PAS,ISMAIL MAMAT,5793,0,2004,TERENGGANU,TELUK PASU,035-010,KALAH,12470,46.45549318,13987,99,1,0,0,0,0,0
UMNO,MOHD SHAPIAN ALI,5811,1980,2004,TERENGGANU,SEBERANG TAKIR,035-011,MENANG,9642,60.26757934,11114,99,0,0,1,0,0,0
PAS,ZAKARI DAGANG,3831,0,2004,TERENGGANU,SEBERANG TAKIR,035-011,KALAH,9642,39.73242066,11114,99,0,0,1,0,0,0
UMNO,MOHD NASIR IBRAHIM FIKRI,4956,616,2004,TERENGGANU,BUKIT TUNGGAL,035-012,MENANG,9296,53.31325301,10718,99,1,0,0,0,0,0
PAS,DR ALIAS RAZAK,4340,0,2004,TERENGGANU,BUKIT TUNGGAL,035-012,KALAH,9296,46.68674699,10718,99,1,0,0,0,0,0
PAS,MOHD ABDUL WAHID ENDUT,8565,1888,2004,TERENGGANU,WAKAF MEMPELAM,036-013,MENANG,15242,56.19341294,17922,99,1,0,0,0,0,0
UMNO,HAMZAH MOHD ZAIN,6677,0,2004,TERENGGANU,WAKAF MEMPELAM,036-013,KALAH,15242,43.80658706,17922,99,1,0,0,0,0,0
MCA,TOH CHIN YAW,8236,1612,2004,TERENGGANU,BANDAR,036-014,MENANG,14860,55.42395693,18438,61,36,1,0,0,0,0
PAS,MD AZMI LOP YUSOF,6624,0,2004,TERENGGANU,BANDAR,036-014,KALAH,14860,44.57604307,18438,61,36,1,0,0,0,0
UMNO,WAN HISHAM WAN SALLEH,6981,1041,2004,TERENGGANU,LADANG,036-015,MENANG,12921,54.02832598,15676,92,7,1,0,0,0,0
PAS,DR SULAIMAN ABDULLAH,5940,0,2004,TERENGGANU,LADANG,036-015,KALAH,12921,45.97167402,15676,92,7,1,0,0,0,0
PAS,DATUK WAN ABDUL MUTTALIB EMBONG,8621,140,2004,TERENGGANU,BATU BURUK,036-016,MENANG,17102,50.40930885,20223,98,1,0,0,0,0,0
UMNO,DATUK CHE MAT JUSOH,8481,0,2004,TERENGGANU,BATU BURUK,036-016,KALAH,17102,49.59069115,20223,98,1,0,0,0,0,0
UMNO,ALIAS ABDULLAH,7826,1153,2004,TERENGGANU,ALUR LIMBAT,037-017,MENANG,14499,53.97613629,16793,97,3,0,0,0,0,0
PAS,YAHYA ALI,6673,0,2004,TERENGGANU,ALUR LIMBAT,037-017,KALAH,14499,46.02386371,16793,97,3,0,0,0,0,0
UMNO,DATUK DR ABDUL LATIF AWANG,6773,720,2004,TERENGGANU,BUKIT PAYUNG,037-018,MENANG,12826,52.80679869,14495,99,0,0,0,0,0,0
PAS,HASSAN MHD SALLEH,6053,0,2004,TERENGGANU,BUKIT PAYUNG,037-018,KALAH,12826,47.19320131,14495,99,0,0,0,0,0,0
PAS,DATUK SERI ABDUL HADI AWANG,7736,1435,2004,TERENGGANU,RU RENDANG,037-019,MENANG,14037,55.11149106,16163,99,1,0,0,0,0,0
UMNO,TENGKU ZAINUDDIN TENGKU ZAHID,6301,0,2004,TERENGGANU,RU RENDANG,037-019,KALAH,14037,44.88850894,16163,99,1,0,0,0,0,0
UMNO,YAHYA KHATIB MOHAMAD,8103,1371,2004,TERENGGANU,PENGKALAN BERANGAN,037-020,MENANG,14835,54.62082912,16916,95,4,0,0,0,0,0
PAS,DATUK MUSTAFA ALI,6732,0,2004,TERENGGANU,PENGKALAN BERANGAN,037-020,KALAH,14835,45.37917088,16916,95,4,0,0,0,0,0
UMNO,ROZI MAMAT,7276,4240,2004,TERENGGANU,TELEMUNG,038-021,MENANG,10312,70.55857254,11568,99,0,0,1,0,0,0
PKR,KAMARUZAMAN ABDULLAH,3036,0,2004,TERENGGANU,TELEMUNG,038-021,KALAH,10312,29.44142746,11568,99,0,0,1,0,0,0
PAS,DATUK DR HARUN TAIB,4451,310,2004,TERENGGANU,MANIR,038-022,MENANG,8592,51.80400372,9695,99,1,0,0,0,0,0
UMNO,WAN SAGAR WAN EMBONG,4141,0,2004,TERENGGANU,MANIR,038-022,KALAH,8592,48.19599628,9695,99,1,0,0,0,0,0
UMNO,KAMARUDDIN ABDUL RAHMAN,5926,1695,2004,TERENGGANU,KUALA BERANG,038-023,MENANG,10157,58.34399921,11437,98,1,0,0,0,0,0
PAS,DR MAMAD PUTEH,4231,0,2004,TERENGGANU,KUALA BERANG,038-023,KALAH,10157,41.65600079,11437,98,1,0,0,0,0,0
UMNO,ROSOL WAHID,7386,3783,2004,TERENGGANU,AJIL,038-024,MENANG,10989,67.21266721,12558,99,1,0,0,0,0,0
PAS,MOHD RAZKI,3603,0,2004,TERENGGANU,AJIL,038-024,KALAH,10989,32.78733279,12558,99,1,0,0,0,0,0
UMNO,DIN ADAM,5614,2290,2004,TERENGGANU,BUKIT BESI,039-025,MENANG,8938,62.81047214,10171,99,1,0,0,0,0,0
PAS,ROSLAN ISMAIL,3324,0,2004,TERENGGANU,BUKIT BESI,039-025,KALAH,8938,37.18952786,10171,99,1,0,0,0,0,0
UMNO,ZA'ABAR MOHD ADIB,6167,945,2004,TERENGGANU,RANTAU ABANG,039-026,MENANG,11389,54.14874001,13085,99,1,0,0,0,0,0
PAS,AZMAN SHAPAWI ABDUL RANI,5222,0,2004,TERENGGANU,RANTAU ABANG,039-026,KALAH,11389,45.85125999,13085,99,1,0,0,0,0,0
UMNO,AHMAD KAMAL ABDULLAH,6224,169,2004,TERENGGANU,SURA,039-027,MENANG,12279,50.68816679,14757,89,10,1,0,0,0,0
PAS,WAN HASSAN MOHD RAMLI,6055,0,2004,TERENGGANU,SURA,039-027,KALAH,12279,49.31183321,14757,89,10,1,0,0,0,0
UMNO,ZAKARIA @ ARIFFIN ABDULLAH,8433,1444,2004,TERENGGANU,PAKA,039-028,MENANG,15422,54.68162365,17698,95,5,0,0,0,0,0
PAS,SAIFUL BAHRI MAMAT,6989,0,2004,TERENGGANU,PAKA,039-028,KALAH,15422,45.31837635,17698,95,5,0,0,0,0,0
UMNO,DATUK ABU BAKAR ALI,7409,3082,2004,TERENGGANU,KEMASEK,040-029,MENANG,11736,63.13053851,13524,93,6,1,0,0,0,0
PAS,ALIAS ABDUL HAMID,4327,0,2004,TERENGGANU,KEMASEK,040-029,KALAH,11736,36.86946149,13524,93,6,1,0,0,0,0
UMNO,AHMAD SAID,7987,3496,2004,TERENGGANU,KIJAL,040-030,MENANG,12478,64.00865523,14163,97,2,1,0,0,0,0
PAS,MOHAMAD SULONG,4491,0,2004,TERENGGANU,KIJAL,040-030,KALAH,12478,35.99134477,14163,97,2,1,0,0,0,0
UMNO,DATUK MOHAMAD AWANG TERA,10145,2815,2004,TERENGGANU,CHUKAI,040-031,MENANG,17475,58.05436338,20691,82,16,1,0,0,0,0
PAS,DR ALIAS ABD RAHMAN,7330,0,2004,TERENGGANU,CHUKAI,040-031,KALAH,17475,41.94563662,20691,82,16,1,0,0,0,0
UMNO,WAN AHMAD NIZAM WAN ABDUL HAMID,10048,4274,2004,TERENGGANU,AIR PUTIH,040-032,MENANG,15822,63.50650992,18038,95,3,1,1,0,0,0
PAS,ISMAIL HARUN,5774,0,2004,TERENGGANU,AIR PUTIH,040-032,KALAH,15822,36.49349008,18038,95,3,1,1,0,0,0
UMNO,DATUK AZHAR IBRAHIM,6707,2245,2004,PENANG,PENAGA,041-001,MENANG,11169,60.05013878,13335,88,11,1,0,0,0,0
PAS,SUBRI MD ARSHAD,4462,0,2004,PENANG,PENAGA,041-001,KALAH,11169,39.94986122,13335,88,11,1,0,0,0,0
UMNO,DATUK HILMI ABDUL RASHID,7615,5265,2004,PENANG,BERTAM,041-002,MENANG,9965,76.41746111,12398,63,28,9,0,0,0,0
PKR,MAHAMAD HASHIM,2350,0,2004,PENANG,BERTAM,041-002,KALAH,9965,23.58253889,12398,63,28,9,0,0,0,0
UMNO,DATUK ROSLAN SAIDIN,8941,6288,2004,PENANG,PINANG TUNGGAL,041-003,MENANG,11594,77.11747456,13889,69,26,4,0,0,0,0
PAS,MOHD SALLEH MAN,2653,0,2004,PENANG,PINANG TUNGGAL,041-003,KALAH,11594,22.88252544,13889,69,26,4,0,0,0,0
UMNO,SHABUDIN YAHAYA,7791,3910,2004,PENANG,PERMATANG BERANGAN,042-004,MENANG,11672,66.74948595,14049,80,10,10,0,0,0,0
PAS,ABDUL RAHMAN SALLEH,3881,0,2004,PENANG,PERMATANG BERANGAN,042-004,KALAH,11672,33.25051405,14049,80,10,10,0,0,0,0
UMNO,JASMIN MOHAMED,7183,2552,2004,PENANG,SUNGAI DUA,042-005,MENANG,11814,60.80074488,14087,85,13,2,0,0,0,0
PAS,SOID MOHD AMIN,4631,0,2004,PENANG,SUNGAI DUA,042-005,KALAH,11814,39.19925512,14087,85,13,2,0,0,0,0
UMNO,DATUK JAHARA HAMID,7181,3984,2004,PENANG,TELOK AYER TAWAR,042-006,MENANG,10378,69.1944498,13479,65,24,11,1,0,0,0
PKR,JOHARI KASSIM,3197,0,2004,PENANG,TELOK AYER TAWAR,042-006,KALAH,10378,30.8055502,13479,65,24,11,1,0,0,0
DAP,PHEE BOON POH,7808,607,2004,PENANG,SUNGAI PUYU,043-007,MENANG,15009,52.02212006,19009,5,88,7,0,0,0,0
MCA,LOO AH DEE,7201,0,2004,PENANG,SUNGAI PUYU,043-007,KALAH,15009,47.97787994,19009,5,88,7,0,0,0,0
MCA,OOI CHUAN AIK,9422,3337,2004,PENANG,BAGAN JERMAL,043-008,MENANG,15507,60.75965693,21083,16,70,14,0,0,0,0
DAP,NGU LEK WAH,6085,0,2004,PENANG,BAGAN JERMAL,043-008,KALAH,15507,39.24034307,21083,16,70,14,0,0,0,0
MIC,PK SUBBAIYAH,6687,1967,2004,PENANG,BAGAN DALAM,043-009,MENANG,12165,54.96917386,17230,24,54,22,0,0,0,0
DAP,LIM HOCK SENG,4720,0,2004,PENANG,BAGAN DALAM,043-009,KALAH,12165,38.79983559,17230,24,54,22,0,0,0,0
PKR,ABDUL RAZAK ABDUL HAMID,758,0,2004,PENANG,BAGAN DALAM,043-009,KALAH,12165,6.230990547,17230,24,54,22,0,0,0,0
UMNO,ARIF SHAH OMAR SHAH,10113,4464,2004,PENANG,SEBERANG JAYA,044-010,MENANG,15762,64.16063951,20084,63,25,12,1,0,0,0
PKR,DR MANSOR OTHMAN,5649,0,2004,PENANG,SEBERANG JAYA,044-010,KALAH,15762,35.83936049,20084,63,25,12,1,0,0,0
PAS,MOHD HAMDAN ABD RAHMAN,8057,679,2004,PENANG,PERMATANG PASIR,044-011,MENANG,15435,52.19954649,19149,70,28,2,0,0,0,0
UMNO,DATUK MD ISA RAMLI,7378,0,2004,PENANG,PERMATANG PASIR,044-011,KALAH,15435,47.80045351,19149,70,28,2,0,0,0,0
UMNO,DATUK ABDUL JALIL ABDUL MAJID,6195,667,2004,PENANG,PENANTI,044-012,MENANG,11723,52.84483494,14808,70,27,3,1,0,0,0
PKR,ANUAR SHAARI,5528,0,2004,PENANG,PENANTI,044-012,KALAH,11723,47.15516506,14808,70,27,3,1,0,0,0
MCA,LAU CHIEK TUAN,9199,3966,2004,PENANG,BERAPIT,045-013,MENANG,14432,63.74029933,19745,6,84,9,0,0,0,0
DAP,TAN KHONG CHONG,5233,0,2004,PENANG,BERAPIT,045-013,KALAH,14432,36.25970067,19745,6,84,9,0,0,0,0
GERAKAN,DATUK DR TOH KIN WOON,10410,5655,2004,PENANG,MACHANG BUBOK,045-014,MENANG,15165,68.64490603,19338,40,51,9,0,0,0,0
PKR,LIM BOON TONG,4755,0,2004,PENANG,MACHANG BUBOK,045-014,KALAH,15165,31.35509397,19338,40,51,9,0,0,0,0
MCA,TAN TEIK CHENG,7567,535,2004,PENANG,PADANG LALANG,045-015,MENANG,14599,51.83231728,19653,10,83,7,0,0,0,0
DAP,TAN KIM HOOI,7032,0,2004,PENANG,PADANG LALANG,045-015,KALAH,14599,48.16768272,19653,10,83,7,0,0,0,0
MIC,DATUK DR K RAJAPATHY,5060,583,2004,PENANG,PERAI,046-016,MENANG,9537,53.05651672,13813,11,53,35,1,0,0,0
DAP,CHONG ENG,4477,0,2004,PENANG,PERAI,046-016,KALAH,9537,46.94348328,13813,11,53,35,1,0,0,0
GERAKAN,NG SIEW LAI,7116,4026,2004,PENANG,BUKIT TENGAH,046-017,MENANG,10206,69.72369195,13470,37,45,18,0,0,0,0
PKR,LAW CHOO KIANG,3090,0,2004,PENANG,BUKIT TENGAH,046-017,KALAH,10206,30.27630805,13470,37,45,18,0,0,0,0
GERAKAN,LAI CHEW HOCK,6030,1038,2004,PENANG,BUKIT TAMBUN,046-018,MENANG,12119,49.75658058,15772,15,70,16,0,0,0,0
PKR,GOH KHENG HUAT,4992,0,2004,PENANG,BUKIT TAMBUN,046-018,KALAH,12119,41.19151745,15772,15,70,16,0,0,0,0
DAP,NG YEOW CHONG,1097,0,2004,PENANG,BUKIT TAMBUN,046-018,KALAH,12119,9.051901972,15772,15,70,16,0,0,0,0
MCA,TAN CHENG LIANG,8733,4726,2004,PENANG,JAWI,047-019,MENANG,13450,64.92936803,17880,19,59,21,0,0,0,0
DAP,TEOH SEANG HOOI,4007,0,2004,PENANG,JAWI,047-019,KALAH,13450,29.79182156,17880,19,59,21,0,0,0,0
IND,GANESH KAILASANI,710,0,2004,PENANG,JAWI,047-019,KALAH,13450,5.278810409,17880,19,59,21,0,0,0,0
UMNO,DATUK ABDUL RASHID ABDULLAH,5693,1996,2004,PENANG,SUNGAI BAKAP,047-020,MENANG,9390,60.62832801,12261,57,27,16,0,0,0,0
PKR,MAKTAR HJ SHAPEE,3697,0,2004,PENANG,SUNGAI BAKAP,047-020,KALAH,9390,39.37167199,12261,57,27,16,0,0,0,0
UMNO,MOHD FOAD MAT ISA,5949,3193,2004,PENANG,SUNGAI ACHEH,047-021,MENANG,8705,68.34003446,11020,68,25,7,0,0,0,0
PAS,ISMAIL SALLEH,2756,0,2004,PENANG,SUNGAI ACHEH,047-021,KALAH,8705,31.65996554,11020,68,25,7,0,0,0,0
GERAKAN,TAN SRI DR KOH TSU KOON,8985,6224,2004,PENANG,TANJONG BUNGA,048-022,MENANG,11746,76.49412566,16782,26,60,12,1,0,0,0
DAP,LIM CHENG HEO,2761,0,2004,PENANG,TANJONG BUNGA,048-022,KALAH,11746,23.50587434,16782,26,60,12,1,0,0,0
MCA,LYE SIEW WENG,4811,1018,2004,PENANG,AIR PUTIH,048-023,MENANG,8604,55.91585309,12342,9,83,8,0,0,0,0
DAP,TEE YEE CHEU,3793,0,2004,PENANG,AIR PUTIH,048-023,KALAH,8604,44.08414691,12342,9,83,8,0,0,0,0
GERAKAN,QUAH KOOI HEONG,8285,3198,2004,PENANG,KEBUN BUNGA,048-024,MENANG,13372,61.95782232,18863,7,77,15,1,0,0,0
DAP,LAU KENG EE,5087,0,2004,PENANG,KEBUN BUNGA,048-024,KALAH,13372,38.04217768,18863,7,77,15,1,0,0,0
GERAKAN,DATUK DR TENG HOCK NAN,8613,6106,2004,PENANG,PULAU TIKUS,048-025,MENANG,11120,77.45503597,17139,13,77,9,2,0,0,0
PKR,ONG KHAN LEE,2507,0,2004,PENANG,PULAU TIKUS,048-025,KALAH,11120,22.54496403,17139,13,77,9,2,0,0,0
GERAKAN,TENG CHANG YEOW,6838,2254,2004,PENANG,PADANG KOTA,049-026,MENANG,11422,59.86692348,18308,6,79,15,0,0,0,0
DAP,CHOW KON YEOW,4584,0,2004,PENANG,PADANG KOTA,049-026,KALAH,11422,40.13307652,18308,6,79,15,0,0,0,0
MCA,LEE HACK TEIK,9067,2928,2004,PENANG,PENGKALAN KOTA,049-027,MENANG,15206,59.62777851,20785,1,95,4,0,0,0,0
DAP,LAI HON MENG,6139,0,2004,PENANG,PENGKALAN KOTA,049-027,KALAH,15206,40.37222149,20785,1,95,4,0,0,0,0
MCA,LIM GIM SOON,7732,3000,2004,PENANG,KOMTAR,049-028,MENANG,12464,62.03465982,18809,8,84,8,0,0,0,0
DAP,THE LAI HENG,4732,0,2004,PENANG,KOMTAR,049-028,KALAH,12464,37.96534018,18809,8,84,8,0,0,0,0
GERAKAN,ONG THEAN LYE,9462,5055,2004,PENANG,DATOK KERAMAT,050-029,MENANG,13869,68.22409691,19715,27,57,15,0,0,0,0
DAP,KOID TENG GUAN,4407,0,2004,PENANG,DATOK KERAMAT,050-029,KALAH,13869,31.77590309,19715,27,57,15,0,0,0,0
GERAKAN,LOOI SWEE CHENAG,8634,4507,2004,PENANG,SUNGAI PINANG,050-030,MENANG,13604,63.46662746,19071,26,59,15,0,0,0,0
DAP,THAM WENG FATT,4127,0,2004,PENANG,SUNGAI PINANG,050-030,KALAH,13604,30.33666569,19071,26,59,15,0,0,0,0
PKR,JIMMY GAY CHOON HEE,843,0,2004,PENANG,SUNGAI PINANG,050-030,KALAH,13604,6.196706851,19071,26,59,15,0,0,0,0
GERAKAN,NG FOOK ON,7606,139,2004,PENANG,BATU LANCANG,050-031,MENANG,15073,50.46108937,20855,6,87,7,0,0,0,0
DAP,LAW HENG KIANG,7467,0,2004,PENANG,BATU LANCANG,050-031,KALAH,15073,49.53891063,20855,6,87,7,0,0,0,0
MCA,DATUK KOAY KAR HUAH,9489,4920,2004,PENANG,SERI DELIMA,051-032,MENANG,14058,67.49893299,20097,24,64,12,1,0,0,0
DAP,TAN HUN WOOI,4569,0,2004,PENANG,SERI DELIMA,051-032,KALAH,14058,32.50106701,20097,24,64,12,1,0,0,0
GERAKAN,CHEANG CHEE GOOI,7225,2824,2004,PENANG,AIR ITAM,051-033,MENANG,11626,62.14519181,16536,20,71,9,0,0,0,0
DAP,KOAT TENG HAI,4401,0,2004,PENANG,AIR ITAM,051-033,KALAH,11626,37.85480819,16536,20,71,9,0,0,0,0
MCA,DATUK DR LOH HOCK HUN,9772,1392,2004,PENANG,PAYA TERUBONG,051-034,MENANG,18152,53.83428823,23490,6,86,8,0,0,0,0
DAP,TEOH SOON HIN,8380,0,2004,PENANG,PAYA TERUBONG,051-034,KALAH,18152,46.16571177,23490,6,86,8,0,0,0,0
GERAKAN,GOH KHENG NEAH,10504,7434,2004,PENANG,BATU UBAN,052-035,MENANG,13574,77.38323265,19155,28,57,14,1,0,0,0
PKR,ONG PENG CHEOW,3070,0,2004,PENANG,BATU UBAN,052-035,KALAH,13574,22.61676735,19155,28,57,14,1,0,0,0
GERAKAN,WONG MUN HOE,8904,5883,2004,PENANG,PANTAI JEREJAK,052-036,MENANG,11925,74.66666667,16647,41,47,12,1,0,0,0
PKR,SYED MOHAMAD NAZLI SYED AHMAD,3021,0,2004,PENANG,PANTAI JEREJAK,052-036,KALAH,11925,25.33333333,16647,41,47,12,1,0,0,0
UMNO,MANSOR MUSA,10386,6088,2004,PENANG,BATU MAUNG,052-037,MENANG,14684,70.73004631,19605,52,39,9,0,0,0,0
PKR,LIM ENG NAM,4298,0,2004,PENANG,BATU MAUNG,052-037,KALAH,14684,29.26995369,19605,52,39,9,0,0,0,0
UMNO,SYED AMERUDDIN SYED AHMAD,8654,5371,2004,PENANG,BAYAN LEPAS,053-038,MENANG,11937,72.49727737,15678,60,34,5,0,0,0,0
PKR,AMIZUDIN AHMAT,3283,0,2004,PENANG,BAYAN LEPAS,053-038,KALAH,11937,27.50272263,15678,60,34,5,0,0,0,0
UMNO,MUHAMAD FARID SAAD,6586,3964,2004,PENANG,PULAU BETONG,053-039,MENANG,9208,71.52476108,12142,58,39,3,0,0,0,0
PKR,ZAINUDIN HANIFF,2622,0,2004,PENANG,PULAU BETONG,053-039,KALAH,9208,28.47523892,12142,58,39,3,0,0,0,0
UMNO,SITI FARIDAH ARSHAD,5797,3375,2004,PENANG,TELOK BAHANG,053-040,MENANG,8219,70.53169485,10791,59,37,3,0,0,0,0
PAS,IR ABDUL AZIZ ISMAIL,2422,0,2004,PENANG,TELOK BAHANG,053-040,KALAH,8219,29.46830515,10791,59,37,3,0,0,0,0
UMNO,DATUK SERI MOHD TAJOL ROSLI GHAZALI,6402,4493,2004,PERAK,PENGKALAN HULU,054-001,MENANG,8311,77.03044158,11418,70,13,8,9,0,0,0
PAS,HIJAZ @ JUNID MAT GHAZALI,1909,0,2004,PERAK,PENGKALAN HULU,054-001,KALAH,8311,22.96955842,11418,70,13,8,9,0,0,0
UMNO,HASBULAH OSMAN,6844,4666,2004,PERAK,TEMEGOR,054-002,MENANG,9022,75.85901131,13228,63,26,3,8,0,0,0
PKR,MOHD AUN YEOB ABAS,2178,0,2004,PERAK,TEMEGOR,054-002,KALAH,9022,24.14098869,13228,63,26,3,8,0,0,0
UMNO,MOHD TARMIZI IDRIS,5823,2855,2004,PERAK,KENERING,055-003,MENANG,8791,66.23819816,12183,79,17,1,3,0,0,0
PAS,MOHD SHUKRI AHMAD,2968,0,2004,PERAK,KENERING,055-003,KALAH,8791,33.76180184,12183,79,17,1,3,0,0,0
UMNO,SAARANI MOHAMAD,5071,2677,2004,PERAK,KOTA TAMPAN,055-004,MENANG,7465,67.93034159,10976,77,20,3,0,0,0,0
PKR,HAMZAH MOHD ZAIN,2394,0,2004,PERAK,KOTA TAMPAN,055-004,KALAH,7465,32.06965841,10976,77,20,3,0,0,0,0
UMNO,MOHD DAUD MOHD YUSOF,5973,2053,2004,PERAK,SELAMA,056-005,MENANG,9893,60.37602345,13462,83,11,6,0,0,0,0
