Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
PKR,ROSLI BIN OMAR,3454,0,2018,NEGERI SEMBILAN,JUASSEH,129-015,KALAH,8224,41.99902724,10091,80,12,5,2,0,0,0
PAS,HASSAN BIN MOHAMED,624,0,2018,NEGERI SEMBILAN,JUASSEH,129-015,KALAH,8224,7.587548638,10091,80,12,5,2,0,0,0
UMNO,ABD SAMAD BIN IBRAHIM,3362,595,2018,NEGERI SEMBILAN,SERI MENANTI,129-016,MENANG,6664,50.45018007,8154,93,3,0,4,0,0,0
BERSATU,JAMALI BIN SALAM,2767,0,2018,NEGERI SEMBILAN,SERI MENANTI,129-016,KALAH,6664,41.52160864,8154,93,3,0,4,0,0,0
PAS,RAFIEI BIN MUSTAPHA,535,0,2018,NEGERI SEMBILAN,SERI MENANTI,129-016,KALAH,6664,8.028211285,8154,93,3,0,4,0,0,0
UMNO,ADNAN BIN ABU HASSAN,3456,972,2018,NEGERI SEMBILAN,SENALING,129-017,MENANG,6538,52.8602019,8076,79,18,3,0,0,0,0
AMANAH,MD RAIS BIN MOHAMAD @ BASIRON,2484,0,2018,NEGERI SEMBILAN,SENALING,129-017,KALAH,6538,37.99327011,8076,79,18,3,0,0,0,0
PAS,FAZILAH BINTI ABU SAMAH,598,0,2018,NEGERI SEMBILAN,SENALING,129-017,KALAH,6538,9.14652799,8076,79,18,3,0,0,0,0
PKR,MOHAMAD NAZARUDDIN BIN SABTU,5643,1806,2018,NEGERI SEMBILAN,PILAH,129-018,MENANG,10893,51.80391077,13589,67,24,8,0,0,0,0
UMNO,NORHIDAYATI BINTI OMAR,3837,0,2018,NEGERI SEMBILAN,PILAH,129-018,KALAH,10893,35.22445607,13589,67,24,8,0,0,0,0
PAS,AHMAD FADZIL BIN OTHMAN,1413,0,2018,NEGERI SEMBILAN,PILAH,129-018,KALAH,10893,12.97163316,13589,67,24,8,0,0,0,0
UMNO,SAIFUL YAZAN BIN SULAIMAN,3907,965,2018,NEGERI SEMBILAN,JOHOL,129-019,MENANG,7918,49.3432685,9891,73,18,5,4,0,0,0
AMANAH,ZULKEFLY MOHAMAD BIN OMAR,2942,0,2018,NEGERI SEMBILAN,JOHOL,129-019,KALAH,7918,37.15584744,9891,73,18,5,4,0,0,0
PAS,KAMARUDIN BIN MD TAHIR,1069,0,2018,NEGERI SEMBILAN,JOHOL,129-019,KALAH,7918,13.50088406,9891,73,18,5,4,0,0,0
PKR,ISMAIL BIN AHMAD,6712,882,2018,NEGERI SEMBILAN,LABU,130-020,MENANG,14681,45.71895647,17808,72,11,15,3,0,0,0
UMNO,HASIM BIN RUSDI,5830,0,2018,NEGERI SEMBILAN,LABU,130-020,KALAH,14681,39.71119134,17808,72,11,15,3,0,0,0
PAS,MOHD KHAIRIL ANUAR BIN MOHD WAFA,2093,0,2018,NEGERI SEMBILAN,LABU,130-020,KALAH,14681,14.25652204,17808,72,11,15,3,0,0,0
PAP,DAVID DASS A/L ASEERPATHAM,46,0,2018,NEGERI SEMBILAN,LABU,130-020,KALAH,14681,0.313330155,17808,72,11,15,3,0,0,0
DAP,TAN LEE KOON,18668,14924,2018,NEGERI SEMBILAN,BUKIT KEPAYANG,130-021,MENANG,22412,83.29466357,26610,21,57,21,1,0,0,0
GERAKAN,MAK KAH KEONG,3744,0,2018,NEGERI SEMBILAN,BUKIT KEPAYANG,130-021,KALAH,22412,16.70533643,26610,21,57,21,1,0,0,0
DAP,MARY JOSEPHINE PRITTAM SINGH,10018,6560,2018,NEGERI SEMBILAN,RAHANG,130-022,MENANG,13542,73.97725594,17084,29,49,21,2,0,0,0
MCA,YAP SIOK MOY,3458,0,2018,NEGERI SEMBILAN,RAHANG,130-022,KALAH,13542,25.53537144,17084,29,49,21,2,0,0,0
PAP,SARASWATHY A/P PARAGAZUM,66,0,2018,NEGERI SEMBILAN,RAHANG,130-022,KALAH,13542,0.487372619,17084,29,49,21,2,0,0,0
DAP,YAP YEW WENG,14911,12389,2018,NEGERI SEMBILAN,MAMBAU,130-023,MENANG,17534,85.04049276,20771,14,62,23,1,0,0,0
MCA,HO CHOY SHIN,2522,0,2018,NEGERI SEMBILAN,MAMBAU,130-023,KALAH,17534,14.38348352,20771,14,62,23,1,0,0,0
PAP,PARIMALA DEVI A/P THEYAGASON,101,0,2018,NEGERI SEMBILAN,MAMBAU,130-023,KALAH,17534,0.576023725,20771,14,62,23,1,0,0,0
DAP,GUNASEKAREN A/L PALASAMY,13760,10507,2018,NEGERI SEMBILAN,SEREMBAN JAYA,130-024,MENANG,17112,80.4114072,20565,22,53,24,1,0,0,0
GERAKAN,CHOONG VEE HING,3253,0,2018,NEGERI SEMBILAN,SEREMBAN JAYA,130-024,KALAH,17112,19.01005143,20565,22,53,24,1,0,0,0
PAP,SAGAYA RAJAN A/L XAVIER,99,0,2018,NEGERI SEMBILAN,SEREMBAN JAYA,130-024,KALAH,17112,0.578541374,20565,22,53,24,1,0,0,0
PKR,MOHAMAD TAUFEK BIN ABD GHANI,16038,4841,2018,NEGERI SEMBILAN,PAROI,131-025,MENANG,30734,52.18324982,36213,76,8,16,1,0,0,0
UMNO,MOHD GHAZALI BIN ABD WAHID,11197,0,2018,NEGERI SEMBILAN,PAROI,131-025,KALAH,30734,36.4319646,36213,76,8,16,1,0,0,0
PAS,MASITA BINTI MOHAMED ALI,3499,0,2018,NEGERI SEMBILAN,PAROI,131-025,KALAH,30734,11.38478558,36213,76,8,16,1,0,0,0
UMNO,ZAIFULBAHRI BIN IDRIS,9079,4427,2018,NEGERI SEMBILAN,CHEMBONG,131-026,MENANG,15019,60.45009654,18116,81,7,10,1,0,0,0
BERSATU,AZIZAN BIN MARZUKI,4652,0,2018,NEGERI SEMBILAN,CHEMBONG,131-026,KALAH,15019,30.97409947,18116,81,7,10,1,0,0,0
PAS,ROSMIN BIN ADAM,1288,0,2018,NEGERI SEMBILAN,CHEMBONG,131-026,KALAH,15019,8.575803982,18116,81,7,10,1,0,0,0
UMNO,MOHAMAD BIN HAJI HASAN,0,0,2018,NEGERI SEMBILAN,RANTAU,131-027,MENANG,0,0.0,20472,54,19,27,1,0,0,0
UMNO,AWALUDIN BIN SAID,6356,2969,2018,NEGERI SEMBILAN,KOTA,131-028,MENANG,11076,57.38533767,13564,87,7,5,1,0,0,0
PKR,SAHRIZAL BIN MASRUDIN,3387,0,2018,NEGERI SEMBILAN,KOTA,131-028,KALAH,11076,30.57963164,13564,87,7,5,1,0,0,0
PAS,ISHAK BIN OMAR,1333,0,2018,NEGERI SEMBILAN,KOTA,131-028,KALAH,11076,12.0350307,13564,87,7,5,1,0,0,0
PKR,YEK DIEW CHING,6661,3201,2018,NEGERI SEMBILAN,CHUAH,132-029,MENANG,10121,65.81365478,12083,21,56,23,0,0,0,0
MCA,LIM CHIN FUI,3460,0,2018,NEGERI SEMBILAN,CHUAH,132-029,KALAH,10121,34.18634522,12083,21,56,23,0,0,0,0
DAP,CHOO KEN HWA,11449,8405,2018,NEGERI SEMBILAN,LUKUT,132-030,MENANG,14493,78.99675706,17298,21,54,24,1,0,0,0
MCA,YEONG KUN YOU,3044,0,2018,NEGERI SEMBILAN,LUKUT,132-030,KALAH,14493,21.00324294,17298,21,54,24,1,0,0,0
UMNO,TUN HAIRUDIN BIN ABU BAKAR,7146,1935,2018,NEGERI SEMBILAN,BAGAN PINANG,132-031,MENANG,12357,57.82957028,15821,72,9,14,5,0,0,0
PKR,MOHD IBRAHIM KHAN BIN AMANULA KHAN,5211,0,2018,NEGERI SEMBILAN,BAGAN PINANG,132-031,KALAH,12357,42.17042972,15821,72,9,14,5,0,0,0
UMNO,ABDUL RAHMAN BIN MOHD REDZA,6072,623,2018,NEGERI SEMBILAN,LINGGI,132-032,MENANG,12513,48.52553345,15588,60,19,18,3,0,0,0
PKR,RUSLI BIN ABDULLAH,5449,0,2018,NEGERI SEMBILAN,LINGGI,132-032,KALAH,12513,43.54671142,15588,60,19,18,3,0,0,0
PAS,NOOR MOHAMMAD RIZAL BIN ISHAK,992,0,2018,NEGERI SEMBILAN,LINGGI,132-032,KALAH,12513,7.927755135,15588,60,19,18,3,0,0,0
PKR,RAVI A/L MUNUSAMY,7366,4030,2018,NEGERI SEMBILAN,SRI TANJUNG,132-033,MENANG,11763,62.62007991,14422,37,31,31,1,0,0,0
MIC,THINALAN A/L T RAJAGOPALU,3336,0,2018,NEGERI SEMBILAN,SRI TANJUNG,132-033,KALAH,11763,28.36011222,14422,37,31,31,1,0,0,0
PAS,KAMAROL RIDZUAN BIN MOHD ZAIN,1061,0,2018,NEGERI SEMBILAN,SRI TANJUNG,132-033,KALAH,11763,9.019807872,14422,37,31,31,1,0,0,0
UMNO,ABDRAZAK BIN ABSAID,9853,4772,2018,NEGERI SEMBILAN,GEMAS,133-034,MENANG,17546,56.15524906,22318,84,8,5,4,0,0,0
PKR,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,5081,0,2018,NEGERI SEMBILAN,GEMAS,133-034,KALAH,17546,28.9581671,22318,84,8,5,4,0,0,0
PAS,ABDUL HALIM BIN ABU BAKAR,2612,0,2018,NEGERI SEMBILAN,GEMAS,133-034,KALAH,17546,14.88658384,22318,84,8,5,4,0,0,0
UMNO,MOHD ISAM BIN MOHD ISA,6963,351,2018,NEGERI SEMBILAN,GEMENCHEH,133-035,MENANG,14697,47.37701572,18705,62,23,15,0,0,0,0
BERSATU,SAIFUL ADLY BIN ABD WAHAB,6612,0,2018,NEGERI SEMBILAN,GEMENCHEH,133-035,KALAH,14697,44.98877322,18705,62,23,15,0,0,0,0
PAS,ISHAK BIN MAASIN,1122,0,2018,NEGERI SEMBILAN,GEMENCHEH,133-035,KALAH,14697,7.634211063,18705,62,23,15,0,0,0,0
DAP,VEERAPAN A/L SUPERAMANIAM,9568,4758,2018,NEGERI SEMBILAN,REPAH,133-036,MENANG,16335,58.57361494,19742,41,42,17,1,0,0,0
MCA,KOH KIM SWEE,4810,0,2018,NEGERI SEMBILAN,REPAH,133-036,KALAH,16335,29.4459749,19742,41,42,17,1,0,0,0
PAS,ABDUL RAZAKEK BIN ABDUL RAHIM,1957,0,2018,NEGERI SEMBILAN,REPAH,133-036,KALAH,16335,11.98041016,19742,41,42,17,1,0,0,0
UMNO,ISMAIL BIN OTHMAN,4812,1372,2018,MELAKA,KUALA LINGGI,134-001,MENANG,9193,52.34417492,11045,75,23,2,1,0,0,0
PKR,HASMORNI BINTI TAMBY,3440,0,2018,MELAKA,KUALA LINGGI,134-001,KALAH,9193,37.41977592,11045,75,23,2,1,0,0,0
PAS,AZMI BIN SAMBUL,941,0,2018,MELAKA,KUALA LINGGI,134-001,KALAH,9193,10.23604917,11045,75,23,2,1,0,0,0
UMNO,MD RAWI BIN MAHMUD,4865,2864,2018,MELAKA,TANJUNG BIDARA,134-002,MENANG,8367,58.14509382,10092,94,4,2,0,0,0,0
PKR,HALIM BIN BACHIK,2001,0,2018,MELAKA,TANJUNG BIDARA,134-002,KALAH,8367,23.91538186,10092,94,4,2,0,0,0,0
PAS,IMRAN BIN ABDUL RAHMAN,1501,0,2018,MELAKA,TANJUNG BIDARA,134-002,KALAH,8367,17.93952432,10092,94,4,2,0,0,0,0
UMNO,AMIRUDIN BIN YUSOF,4704,1479,2018,MELAKA,AYER LIMAU,134-003,MENANG,9116,51.60157964,11211,92,4,5,0,0,0,0
BERSATU,RUSLIN BIN HASAN,3225,0,2018,MELAKA,AYER LIMAU,134-003,KALAH,9116,35.37735849,11211,92,4,5,0,0,0,0
PAS,JAMARUDIN BIN AHMAD,1187,0,2018,MELAKA,AYER LIMAU,134-003,KALAH,9116,13.02106187,11211,92,4,5,0,0,0,0
UMNO,SULAIMAN BIN MD ALI,4016,627,2018,MELAKA,LENDU,134-004,MENANG,8568,46.87208217,10350,78,17,5,1,0,0,0
BERSATU,RIDHUAN AFFANDI BIN ABU BAKAR,3389,0,2018,MELAKA,LENDU,134-004,KALAH,8568,39.554155,10350,78,17,5,1,0,0,0
PAS,ARSHAD BIN MOHAMAD SOM,1163,0,2018,MELAKA,LENDU,134-004,KALAH,8568,13.57376284,10350,78,17,5,1,0,0,0
UMNO,LATIPAH BINTI OMAR,3329,740,2018,MELAKA,TABOH NANING,134-005,MENANG,7029,47.36093328,8743,79,12,6,2,0,0,0
AMANAH,ZAIRI BIN SUBOH,2589,0,2018,MELAKA,TABOH NANING,134-005,KALAH,7029,36.83311993,8743,79,12,6,2,0,0,0
PAS,ASRI BIN SHAIK ABDUL AZIZ,1111,0,2018,MELAKA,TABOH NANING,134-005,KALAH,7029,15.80594679,8743,79,12,6,2,0,0,0
PKR,MUHAMMAD JAILANI BIN KHAMIS,6773,1814,2018,MELAKA,REMBIA,135-006,MENANG,12932,52.37395608,15636,66,19,14,0,0,0,0
UMNO,NORPIPAH BINTI ABDOL,4959,0,2018,MELAKA,REMBIA,135-006,KALAH,12932,38.34673678,15636,66,19,14,0,0,0,0
PAS,MOHAMMAD RASHIDI BIN ABD RAZAK,1200,0,2018,MELAKA,REMBIA,135-006,KALAH,12932,9.279307145,15636,66,19,14,0,0,0,0
DAP,SAMINATHAN A/L GANESAN,4392,307,2018,MELAKA,GADEK,135-007,MENANG,10342,42.46760781,12922,60,24,16,0,0,0,0
MIC,PANIRCHELVAM A/L PICHAMUTHU,4085,0,2018,MELAKA,GADEK,135-007,KALAH,10342,39.49912976,12922,60,24,16,0,0,0,0
PAS,EMRANSYAH BIN ISMAIL,1865,0,2018,MELAKA,GADEK,135-007,KALAH,10342,18.03326243,12922,60,24,16,0,0,0,0
PKR,GINIE LIM SIEW LIN,5550,1336,2018,MELAKA,MACHAP JAYA,135-008,MENANG,10539,52.66154284,12719,44,40,14,2,0,0,0
MCA,KOH NAI KWONG,4214,0,2018,MELAKA,MACHAP JAYA,135-008,KALAH,10539,39.98481829,12719,44,40,14,2,0,0,0
PAS,WAN ZAHIDI BIN WAN ISMAIL,775,0,2018,MELAKA,MACHAP JAYA,135-008,KALAH,10539,7.353638865,12719,44,40,14,2,0,0,0
AMANAH,MOHD SOFI BIN ABDUL WAHAB,5213,763,2018,MELAKA,DURIAN TUNGGAL,135-009,MENANG,11054,47.15939931,13076,69,22,9,0,0,0,0
UMNO,AB WAHAB BIN AB LATIP,4450,0,2018,MELAKA,DURIAN TUNGGAL,135-009,KALAH,11054,40.25692057,13076,69,22,9,0,0,0,0
PAS,MOHSIN BIN IBRAHIM,1391,0,2018,MELAKA,DURIAN TUNGGAL,135-009,KALAH,11054,12.58368012,13076,69,22,9,0,0,0,0
UMNO,ABDUL GHAFAR BIN ATAN,5942,275,2018,MELAKA,ASAHAN,135-010,MENANG,12974,45.79929089,16011,64,23,11,2,0,0,0
BERSATU,ZAMZURI BIN ARIFIN,5667,0,2018,MELAKA,ASAHAN,135-010,KALAH,12974,43.67966703,16011,64,23,11,2,0,0,0
PAS,AZLAN BIN MADDIN,1365,0,2018,MELAKA,ASAHAN,135-010,KALAH,12974,10.52104208,16011,64,23,11,2,0,0,0
UMNO,IDRIS BIN HARON,10073,2229,2018,MELAKA,SUNGAI UDANG,136-011,MENANG,17917,56.22034939,22323,80,8,3,9,0,0,0
PKR,MOHD LOKMAN BIN ABDUL GANI,7844,0,2018,MELAKA,SUNGAI UDANG,136-011,KALAH,17917,43.77965061,22323,80,8,3,9,0,0,0
UMNO,NOR AZMAN BIN HASSAN,5773,772,2018,MELAKA,PANTAI KUNDOR,136-012,MENANG,12710,45.4209284,15686,81,18,1,1,0,0,0
AMANAH,JUHARI BIN OSMAN,5001,0,2018,MELAKA,PANTAI KUNDOR,136-012,KALAH,12710,39.34697089,15686,81,18,1,1,0,0,0
PAS,ABDUL HALIM BIN MAIDIN,1936,0,2018,MELAKA,PANTAI KUNDOR,136-012,KALAH,12710,15.23210071,15686,81,18,1,1,0,0,0
BERSATU,MOHD RAFIQ BIN NAIZAMOHIDEEN,12102,4259,2018,MELAKA,PAYA RUMPUT,136-013,MENANG,21497,56.29622738,25038,62,31,7,1,0,0,0
UMNO,ABU BAKAR BIN MOHAMAD DIAH,7843,0,2018,MELAKA,PAYA RUMPUT,136-013,KALAH,21497,36.48416058,25038,62,31,7,1,0,0,0
PAS,RAFIE BIN AHMAD,1552,0,2018,MELAKA,PAYA RUMPUT,136-013,KALAH,21497,7.219612039,25038,62,31,7,1,0,0,0
PKR,GUE TECK,7648,789,2018,MELAKA,KELEBANG,136-014,MENANG,16779,45.58078551,20166,67,31,2,1,0,0,0
MCA,LIM BAN HONG,6859,0,2018,MELAKA,KELEBANG,136-014,KALAH,16779,40.87847905,20166,67,31,2,1,0,0,0
PAS,MOHD SHAFIQ BIN ISMAIL,2272,0,2018,MELAKA,KELEBANG,136-014,KALAH,16779,13.54073544,20166,67,31,2,1,0,0,0
DAP,NORHIZAM BIN HASSAN BAKTEE,9227,2756,2018,MELAKA,PENGKALAN BATU,137-015,MENANG,17928,51.46697903,21182,66,28,5,1,0,0,0
GERAKAN,CHUA LIAN CHYE,6471,0,2018,MELAKA,PENGKALAN BATU,137-015,KALAH,17928,36.09437751,21182,66,28,5,1,0,0,0
PAS,RAMLI BIN DALIP,2230,0,2018,MELAKA,PENGKALAN BATU,137-015,KALAH,17928,12.43864346,21182,66,28,5,1,0,0,0
DAP,KERK CHEE YEE,14279,9261,2018,MELAKA,AYER KEROH,137-016,MENANG,21864,65.3082693,25407,40,51,8,1,0,0,0
MCA,CHUA KHENG HWA,5018,0,2018,MELAKA,AYER KEROH,137-016,KALAH,21864,22.95096963,25407,40,51,8,1,0,0,0
PAS,SEPRI BIN RAHMAN,2567,0,2018,MELAKA,AYER KEROH,137-016,KALAH,21864,11.74076107,25407,40,51,8,1,0,0,0
AMANAH,ADLY BIN ZAHARI,11226,3159,2018,MELAKA,BUKIT KATIL,137-017,MENANG,21530,52.14119833,25072,64,31,4,1,0,0,0
UMNO,YUNUS BIN HITAM,8067,0,2018,MELAKA,BUKIT KATIL,137-017,KALAH,21530,37.4686484,25072,64,31,4,1,0,0,0
PAS,MUHAMAT PUHAT BIN BEDOL,2237,0,2018,MELAKA,BUKIT KATIL,137-017,KALAH,21530,10.39015327,25072,64,31,4,1,0,0,0
UMNO,RAHMAD BIN MARIMAN,6951,1805,2018,MELAKA,AYER MOLEK,137-018,MENANG,15258,45.55642941,17703,88,7,4,0,0,0,0
PKR,FARHAN BIN IBRAHIM @ ALIAS,5146,0,2018,MELAKA,AYER MOLEK,137-018,KALAH,15258,33.72656967,17703,88,7,4,0,0,0,0
PAS,JANTAN BIN ABDULLAH,3082,0,2018,MELAKA,AYER MOLEK,137-018,KALAH,15258,20.19923974,17703,88,7,4,0,0,0,0
BEBAS,PROFESOR MADYA DR KAMAROLZAMAN BIN MOHD JIDI,79,0,2018,MELAKA,AYER MOLEK,137-018,KALAH,15258,0.517761174,17703,88,7,4,0,0,0,0
DAP,SEAH SHOO CHIN,22880,14612,2018,MELAKA,KESIDANG,138-019,MENANG,31497,72.64183891,37355,37,57,5,1,0,0,0
MCA,NG CHOON KOON,8268,0,2018,MELAKA,KESIDANG,138-019,KALAH,31497,26.25011906,37355,37,57,5,1,0,0,0
BEBAS,GOH LEONG SAN,349,0,2018,MELAKA,KESIDANG,138-019,KALAH,31497,1.108042036,37355,37,57,5,1,0,0,0
DAP,LOW CHEE LEONG,20181,16173,2018,MELAKA,KOTA LAKSAMANA,138-020,MENANG,24706,81.68461103,29952,17,79,3,1,0,0,0
MCA,MELVIN CHUA KEW WEI,4008,0,2018,MELAKA,KOTA LAKSAMANA,138-020,KALAH,24706,16.22277989,29952,17,79,3,1,0,0,0
BEBAS,SIM TONG HIM,517,0,2018,MELAKA,KOTA LAKSAMANA,138-020,KALAH,24706,2.092609083,29952,17,79,3,1,0,0,0
DAP,DAMIAN YEO SHEN LI,7642,2895,2018,MELAKA,DUYONG,138-021,MENANG,15389,49.65884723,18110,60,35,5,0,0,0,0
MCA,LEE KIAT LEE,4747,0,2018,MELAKA,DUYONG,138-021,KALAH,15389,30.84670869,18110,60,35,5,0,0,0,0
PAS,KAMARUDIN BIN SEDIK,2938,0,2018,MELAKA,DUYONG,138-021,KALAH,15389,19.09155891,18110,60,35,5,0,0,0,0
BEBAS,LIM JAK WONG,62,0,2018,MELAKA,DUYONG,138-021,KALAH,15389,0.402885178,18110,60,35,5,0,0,0,0
DAP,TEY KOK KIEW,14038,11313,2018,MELAKA,BANDAR HILIR,138-022,MENANG,16904,83.04543303,20990,13,77,5,5,0,0,0
MCA,LEE CHONG LENG,2725,0,2018,MELAKA,BANDAR HILIR,138-022,KALAH,16904,16.12044487,20990,13,77,5,5,0,0,0
BEBAS,CHIN CHOONG SEONG,141,0,2018,MELAKA,BANDAR HILIR,138-022,KALAH,16904,0.834122101,20990,13,77,5,5,0,0,0
BERSATU,NOOR EFFANDI BIN AHMAD,7694,1288,2018,MELAKA,TELOK MAS,138-023,MENANG,17264,44.56672845,20441,74,24,2,1,0,0,0
UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,6406,0,2018,MELAKA,TELOK MAS,138-023,KALAH,17264,37.10611677,20441,74,24,2,1,0,0,0
PAS,ROSAZLI BIN MD YASIN,3164,0,2018,MELAKA,TELOK MAS,138-023,KALAH,17264,18.32715477,20441,74,24,2,1,0,0,0
DAP,WONG FORT PIN,6998,1345,2018,MELAKA,BEMBAN,139-024,MENANG,15413,45.40323104,18393,61,22,16,0,0,0,0
MCA,KOH CHIN HAN,5653,0,2018,MELAKA,BEMBAN,139-024,KALAH,15413,36.67683125,18393,61,22,16,0,0,0,0
PAS,SUHAIMI BIN HARUN,2762,0,2018,MELAKA,BEMBAN,139-024,KALAH,15413,17.91993771,18393,61,22,16,0,0,0,0
UMNO,GHAZALE BIN MUHAMAD,5301,536,2018,MELAKA,RIM,139-025,MENANG,11328,46.79555085,13689,66,20,13,1,0,0,0
PKR,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN,4765,0,2018,MELAKA,RIM,139-025,KALAH,11328,42.06391243,13689,66,20,13,1,0,0,0
PAS,KINTAN BINTI MAN,1262,0,2018,MELAKA,RIM,139-025,KALAH,11328,11.14053672,13689,66,20,13,1,0,0,0
UMNO,ZAIDI BIN ATTAN,6401,2737,2018,MELAKA,SERKAM,139-026,MENANG,13488,47.45699881,15748,90,6,3,0,0,0,0
AMANAH,NOR KHAIRI BIN YUSOF,3664,0,2018,MELAKA,SERKAM,139-026,KALAH,13488,27.16488731,15748,90,6,3,0,0,0,0
PAS,AHMAD BILAL BIN RAHUDIN,3423,0,2018,MELAKA,SERKAM,139-026,KALAH,13488,25.37811388,15748,90,6,3,0,0,0,0
UMNO,ROSLAN BIN AHMAD,5290,130,2018,MELAKA,MERLIMAU,139-027,MENANG,11658,45.37656545,13810,70,18,12,0,0,0,0
AMANAH,YUHAIZAD BIN ABDULLAH,5160,0,2018,MELAKA,MERLIMAU,139-027,KALAH,11658,44.26145136,13810,70,18,12,0,0,0,0
PAS,ABDUL MALEK BIN YUSOF,1208,0,2018,MELAKA,MERLIMAU,139-027,KALAH,11658,10.36198319,13810,70,18,12,0,0,0,0
UMNO,HASAN BIN ABD RAHMAN,5088,1669,2018,MELAKA,SUNGAI RAMBAI,139-028,MENANG,9912,51.33171913,11792,84,14,2,0,0,0,0
BERSATU,AZALINA BINTI ABDUL RAHMAN,3419,0,2018,MELAKA,SUNGAI RAMBAI,139-028,KALAH,9912,34.49354318,11792,84,14,2,0,0,0,0
PAS,ZAKARIYA BIN KASNIN,1405,0,2018,MELAKA,SUNGAI RAMBAI,139-028,KALAH,9912,14.17473769,11792,84,14,2,0,0,0,0
UMNO,ZAHARI BIN SARIP,9186,877,2018,JOHOR,BULOH KASAP,140-001,MENANG,17495,52.50643041,21484,57,30,13,0,0,0,0
BERSATU,NORSAMSU BIN MOHD YUSOF,8309,0,2018,JOHOR,BULOH KASAP,140-001,KALAH,17495,47.49356959,21484,57,30,13,0,0,0,0
DAP,TAN CHEN CHOON,16336,7001,2018,JOHOR,JEMENTAH,140-002,MENANG,27657,59.0664208,33866,40,51,8,1,0,0,0
MCA,CHIAM YOK MENG,9335,0,2018,JOHOR,JEMENTAH,140-002,KALAH,27657,33.75275699,33866,40,51,8,1,0,0,0
PAS,KHAIRUL FAIZI BIN AHMAD KAMIL,1986,0,2018,JOHOR,JEMENTAH,140-002,KALAH,27657,7.180822215,33866,40,51,8,1,0,0,0
PKR,CHONG FAT FULL,8304,363,2018,JOHOR,PEMANIS,141-003,MENANG,18396,45.14024788,22314,64,33,3,0,0,0,0
GERAKAN,KOO SHIAW LEE,7941,0,2018,JOHOR,PEMANIS,141-003,KALAH,18396,43.16699282,22314,64,33,3,0,0,0,0
PAS,NORMALA BINTI SUDIRMAN,2151,0,2018,JOHOR,PEMANIS,141-003,KALAH,18396,11.6927593,22314,64,33,3,0,0,0,0
AMANAH,SULAIMAN BIN MOHD NOR,10836,2355,2018,JOHOR,KEMELAH,141-004,MENANG,19317,56.09566703,23282,56,39,5,1,0,0,0
UMNO,ANUAR BIN ABD MANAP,8481,0,2018,JOHOR,KEMELAH,141-004,KALAH,19317,43.90433297,23282,56,39,5,1,0,0,0
BERSATU,MOHD SOLIHAN BIN BADRI,7645,1070,2018,JOHOR,TENANG,142-005,MENANG,15014,50.91914213,18398,50,38,11,2,0,0,0
UMNO,MOHD AZAHAR BIN IBRAHIM,6575,0,2018,JOHOR,TENANG,142-005,KALAH,15014,43.79246037,18398,50,38,11,2,0,0,0
PAS,NASHARUDIN BIN AWANG,794,0,2018,JOHOR,TENANG,142-005,KALAH,15014,5.288397496,18398,50,38,11,2,0,0,0
DAP,RAMAKRISHNAN A/L SUPPIAH,9705,2457,2018,JOHOR,BEKOK,142-006,MENANG,16953,57.24650504,21958,29,51,18,3,0,0,0
MCA,TAN CHONG,7248,0,2018,JOHOR,BEKOK,142-006,KALAH,16953,42.75349496,21958,29,51,18,3,0,0,0
BERSATU,SAHRUDDIN BIN JAMAL,11665,1273,2018,JOHOR,BUKIT KEPONG,143-007,MENANG,23818,48.9755647,28992,69,27,3,1,0,0,0
UMNO,MOHD NOOR BIN TAIB,10392,0,2018,JOHOR,BUKIT KEPONG,143-007,KALAH,23818,43.63086741,28992,69,27,3,1,0,0,0
PAS,MUHAMAD NUR IQBAL BIN ABD RAZAK,1761,0,2018,JOHOR,BUKIT KEPONG,143-007,KALAH,23818,7.39356789,28992,69,27,3,1,0,0,0
PAS,NAJIB BIN LEP,9835,1883,2018,JOHOR,BUKIT PASIR,143-008,MENANG,17787,55.29319166,22520,62,33,5,0,0,0,0
UMNO,NORIAH BINTI MAHAT,7952,0,2018,JOHOR,BUKIT PASIR,143-008,KALAH,17787,44.70680834,22520,62,33,5,0,0,0,0
BERSATU,MUHYIDDIN @ MAHIADDIN BIN MD YASIN,10280,3088,2018,JOHOR,GAMBIR,144-009,MENANG,19278,53.32503372,22726,60,37,4,0,0,0,0
UMNO,M ASOJAN A/L MUNIYANDY,7192,0,2018,JOHOR,GAMBIR,144-009,KALAH,19278,37.30677456,22726,60,37,4,0,0,0,0
PAS,MAHFODZ BIN MOHAMED,1806,0,2018,JOHOR,GAMBIR,144-009,KALAH,19278,9.368191721,22726,60,37,4,0,0,0,0
DAP,EE CHIN LI,13512,5077,2018,JOHOR,TANGKAK,144-010,MENANG,21947,61.56650112,26354,40,49,9,1,0,0,0
